MAP INDEX,MUNICIPALITY,BARANGAY,LOT NO. ,SURVEY NO.,TCT NO.,TD NO. ,REGISTERED OWNER,AREA (SQM),AREA (HA),AGREEMENT GROUP,AGREEMENT DOC TYPE,PROPERTY DOCUMENT NO.,AGREEMENT TYPE,AGREEMENT AREA (SQM),AGREEMENT AREA (HA),PRICE/SQM,LAND VALUE,INFUSION STATUS,INFUSED AREA (SQM),INFUSION AREA (HA),INFUSION DATE,INFUSION YEAR,INFUSION REMARKS,INFUSION BATCH,DATE OF TITLE TRANSFER,ACQUISITION GROUP,ACQUISITION CLASS,LAND GROUP,ESTATE LANDS,CLEAN-UP BATCH,CLEAN-UP STATUS,CLEAN-UP TIMELINE,LEGAL REMARKS,TD CLASSIFICATION,DAR STATUS,DATE DAR GRANTED,DAR REFERENCE NO.,CERTIFICATE OF FINALITY,LIAISON REMARKS,CURRENT DOC TYPE,DOCUMENT CONTROL,GIS STATUS,GIS REMARKS,DATE UPDATED,UPDATE LOG,PROJECT,ZONAL VALUE,ZONAL VALUE PRICE/SQM,LAND VALUE PER CONTRACT,CONTRACT PRICE/SQM,PROJECT ALLOCATION,LAND USE CLASSIFICATION,BD INDEX,DOCUMENT LINK,IMAGE LINK
RALI-0398,SILANG,KAONG,10002,,No Title,,RALI,103989,10.3989,GROUP 4,TD,18-0030-01471,ORIGINAL,103989,10.3989,1250,129986250,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 2,RALI-GROUP 4,6-10 Years,"• Issued DAR Order (Land Use Conversion) with Finality dated 19 July 2022;
• With pending titling case and legal issue/s (re: Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,176781300,1700,129986250,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0399,SILANG,KAONG,10047-G,,18-0030-00498,,CLAUDIO MIRANDA,15000,1.5,GROUP 4,TD,18-025-00-647,ORIGINAL,15000,1.5,1250,18750000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 27 December 2005;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,25500000,1700,18750000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0400,SILANG,KAONG,10047-H,,18-0030-00497,,CLAUDIO MIRANDA,15000,1.5,GROUP 4,TD,18-025-00-650,ORIGINAL,15000,1.5,1250,18750000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 27 December 2005;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,25500000,1700,18750000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0401,SILANG,KAONG,10047-A,,18-0030-00489,,BASILIO CATAPAT/ERIBERTO ATIENZA,6720,0.672,GROUP 4,TD,18-025-00-249/18-025-00-250,ORIGINAL,6720,0.672,1250,8400000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 27 December 2005;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,11424000,1700,8400000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0402,SILANG,KAONG,10047-B,,18-0030-00492,,BIENVENIDO GARCIA,12500,1.25,GROUP 4,TD,18-025-00-445,ORIGINAL,12500,1.25,1250,15625000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 11 May 2006;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,FOR PLOTTING - MOTHER TITLE ONLY,12-Mar-24,,,21250000,1700,15625000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0403,SILANG,KAONG,10047-C,,18-0030-00494,,CARLOS GARCIA,3700,0.37,GROUP 4,TD,18-025-00-447,ORIGINAL,3700,0.37,1250,4625000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 11 May 2006;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,6290000,1700,4625000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0404,SILANG,KAONG,10047-D,,18-0030-00493,,GAUDENCIO GARCIA,2500,0.25,GROUP 4,TD,18-025-00-00451,ORIGINAL,2500,0.25,1250,3125000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 11 May 2006;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,4250000,1700,3125000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0405,SILANG,KAONG,10047-E,,18-0030-00495,,ERNESTO LABAMPA,6300,0.63,GROUP 4,TD,18-025-00-00536,ORIGINAL,6300,0.63,1250,7875000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 11 May 2006;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,10710000,1700,7875000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0406,SILANG,KAONG,10047-F,,18-0030-00491,,FLORENTINO LICMUAN,1800,0.18,GROUP 4,TD,18-025-00-00552,ORIGINAL,1800,0.18,1250,2250000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 27 December 2005;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,3060000,1700,2250000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0407,SILANG,KAONG,10047-I,,18-0030-00496,,SPS. LEOPOLDO REYES/ESTELITA GONZAGA,10000,1,GROUP 4,TD,18-025-00-00807,ORIGINAL,10000,1,1250,12500000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 27 December 2005;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,12-Mar-24,,,17000000,1700,12500000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0408,SILANG,KAONG,10047-J,,18-0030-00488,,ANTONIO MOJICA,12355,1.2355,GROUP 4,TD,18-025-00-00662,ORIGINAL,12355,1.2355,1250,15443750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 11 May 2006;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,21003500,1700,15443750,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0411,SILANG,KAONG,10079-B,,18-0030-00542,,PABLO ARCIAGA,4371,0.4371,GROUP 4,TD,18-025-00-00069,ORIGINAL,4371,0.4371,1250,5463750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 08 October 1996;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,7430700,1700,5463750,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0412,SILANG,KAONG,10053,,18-0030-00546,,CLAUDIO MIRANDA,33497,3.3497,GROUP 4,TD,18-025-00-00652,ORIGINAL,33497,3.3497,1250,41871250,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 27 December 2005;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,56944900,1700,41871250,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0413,SILANG,KAONG,10054,,"18-0030-00543, 18-0030-00544",,LORETO GARCIA,3148.4,0.31484,GROUP 4,TD,18-025-00-00453,ORIGINAL,3148.4,0.31484,1250,3935500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 6,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 27 April 2006;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,5352280,1700,3935500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0414,SILANG,KAONG,10054,,No Title,,LORETO GARCIA,12593.6,1.25936,GROUP 4,TD,18-025-00-00454,ORIGINAL,12593.6,1.25936,1250,15742000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 6,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 27 April 2006;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,NOT IN MAP - PRIO REQUEST RALI,12-Mar-24,,,21409120,1700,15742000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0415,SILANG,KAONG,10079-C,,18-0030-00541,,INES CASTILLO/PABLO ARCIAGA,4370,0.437,GROUP 4,TD,18-025-00-00242,ORIGINAL,4370,0.437,1250,5462500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 27 April 2006;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,7429000,1700,5462500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0416,SILANG,KAONG,10079-A,,18-0030-00540,,"GAVINA ARCIAGA GERON 
PABLO ARCIAGA",10000,1,GROUP 4,TD,18-025-00-00070,ORIGINAL,10000,1,1250,12500000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,"• Issued DAR Order (Land Use Conversion) dated 27 April 2006;
• With pending legal issue/s (Titling Reqts)",AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,17000000,1700,12500000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0417,SILANG,KAONG,10034-H,,No Title,,FELICIANO GALIT,10268,1.0268,GROUP 4,TD,"18-025-00-507 
18-0030-00507",ORIGINAL,10268,1.0268,1250,12835000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,17455600,1700,12835000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0418,SILANG,KAONG,10035-C,,No Title,,HEIRS OF BASILIO CATAPAT,5000,0.5,GROUP 4,TD,18-025-00-251,ORIGINAL,5000,0.5,1250,6250000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 6,RALI-GROUP 4,6-10 Years for Judicial Titling,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,8500000,1700,6250000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0419,SILANG,KAONG,10034-C,,No Title,,PEDRO LUYA,4998,0.4998,GROUP 4,TD,18-025-00-00563,ORIGINAL,4998,0.4998,1250,6247500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,8496600,1700,6247500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0420,SILANG,KAONG,10024-H,,No Title,,CELESTINA REYES,13875,1.3875,GROUP 4,TD,18-025-00-00798,ORIGINAL,13875,1.3875,1250,17343750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,23587500,1700,17343750,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0421,SILANG,KAONG,10024-G,,No Title,,LAMBERTO GALIT,10000,1,GROUP 4,TD,18-025-00-00799,ORIGINAL,10000,1,1250,12500000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,17000000,1700,12500000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0422-D,SILANG,KAONG,"10024-D, E & F",,No Title,,HEIRS OF CELESTINA REYES,31626,3.1626,GROUP 4,TD,18-025-00-00799,ORIGINAL,31626,3.1626,1250,39532500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,53764200,1700,39532500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0423,SILANG,KAONG,10035-D,,No Title,,ANTONIO RAMOS,7588,0.7588,GROUP 4,TD,18-025-00-00765,ORIGINAL,7588,0.7588,1250,9485000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 6,RALI-GROUP 4,6-10 Years for Judicial Titling,0,AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,12899600,1700,9485000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0424,SILANG,KAONG,10035-A,,No Title,,FELISA RAMOS,21937,2.1937,GROUP 4,TD,18-025-00-00775  (DUPLICATE WITH UID  GIS-211) same lot no.,ORIGINAL,7588,0.7588,1250,9485000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,NOT IN MAP - PRIO REQUEST RALI,,,,37292900,1700,27421250,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0425,SILANG,KAONG,10035-E,,No Title,,SIMEONA RAMOS,827,0.0827,GROUP 4,TD,18-025-00-00777  (DUPLICATE WITH UID  GIS-535) same lot no.,ORIGINAL,7588,0.7588,1250,9485000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,More than 10 years,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,UPLOADED ON DRIVE,MAPPED,NOT IN MAP - PRIO REQUEST RALI,12-Mar-24,,,1405900,1700,1033750,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0427,SILANG,KAONG,10033 (11),,No Title,,BEPI,10000,1,GROUP 4,TD,18-0030-00557,ORIGINAL,10000,1,1250,12500000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,17000000,1700,12500000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0428,SILANG,KAONG,10033 (25),,No Title,,BEPI,12169,1.2169,GROUP 4,TD,18-0030-571,ORIGINAL,12169,1.2169,1250,15211250,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,20687300,1700,15211250,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0429,SILANG,KAONG,10033 (9),,No Title,,BEPI,19993,1.9993,GROUP 4,TD,18-0030-00555,ORIGINAL,19993,1.9993,1250,24991250,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,33988100,1700,24991250,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0430,SILANG,KAONG,10033 (1),,No Title,,BLUE BALLS,14658,1.4658,GROUP 4,TD,18-0030-00547,ORIGINAL,14658,1.4658,1250,18322500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,24918600,1700,18322500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0431,SILANG,KAONG,10033 (27),,No Title,,BLUE BALLS,15605,1.5605,GROUP 4,TD,18-0030-00573,ORIGINAL,15605,1.5605,1250,19506250,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,26528500,1700,19506250,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0432,SILANG,KAONG,10033 (5),,No Title,,BLUE BALLS,14658,1.4658,GROUP 4,TD,18-0030-00551,ORIGINAL,14658,1.4658,1250,18322500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,24918600,1700,18322500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0434,SILANG,KAONG,10033 (2),,No Title,,BEPI,14658,1.4658,GROUP 4,TD,18-0030-00548,ORIGINAL,14658,1.4658,1250,18322500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,24918600,1700,18322500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0435,SILANG,KAONG,10033 (29),,No Title,,BEPI,5638,0.5638,GROUP 4,TD,18-0030-00575,ORIGINAL,5638,0.5638,1250,7047500,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,9584600,1700,7047500,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0436,SILANG,KAONG,10033 (26),,No Title,,BEPI,11563,1.1563,GROUP 4,TD,18-0030-00572,ORIGINAL,11563,1.1563,1250,14453750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal case (re: Application for Registration of Titile),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,19657100,1700,14453750,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0437,SILANG,KAONG,10033 (33),,No Title,,BEPI,4736,0.4736,GROUP 4,TD,18-0030-00579,ORIGINAL,4736,0.4736,1250,5920000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,8051200,1700,5920000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0438,SILANG,KAONG,10033 (30),,No Title,,BLUE BALLS,21488,2.1488,GROUP 4,TD,18-0030-00576,ORIGINAL,21488,2.1488,1250,26860000,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,36529600,1700,26860000,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0439,SILANG,KAONG,10033 (4),,No Title,,BEPI,14659,1.4659,GROUP 4,TD,18-0030-00550,ORIGINAL,14659,1.4659,1250,18323750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,24920300,1700,18323750,1250,No Project Allocation,TBD,No ID/Unmapped,,
RALI-0440,SILANG,KAONG,10033 (28),,No Title,,BEPI,8851,0.8851,GROUP 4,TD,18-0030-00574,ORIGINAL,8851,0.8851,1250,11063750,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Not Included,BATCH 3,RALI-GROUP 4,6-10 Years for Judicial Titling,• With pending legal issue/s (Titling Reqts),AGRICULTURAL,FOR VERIFICATION,,0,31/12/1899,,TD,NOT ON HAND,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,15046700,1700,11063750,1250,No Project Allocation,TBD,No ID/Unmapped,,
